time,AT,BE,BG,CH,CZ,DE,EL,ES,FI,FR,HR,HU,IE,IT,LV,PT,RO,SE,SI,SK
6614,0.581559428,0.258493851,0.193416033,0.149914122,0.224835007,0.770363333,0.066594325,0.148240628,0.520507087,0.347887116,0.703573556,0.600484739,0.169577026,0.276932631,0.2364562,0.317066118,0.258568908,0.392410993,0.29375292,0.291058715
6615,0.574468454,0.257080063,0.097565131,0.155518846,0.233102057,0.786757986,0.040927086,0.148047877,0.523730878,0.355828413,0.621893111,0.554885934,0.167879647,0.247745241,0.249891637,0.325000758,0.218737736,0.389951232,0.338858046,0.265126389
6616,0.602614136,0.256351292,0.107257094,0.157114606,0.245709129,0.791883916,0.038385839,0.148892921,0.52051856,0.361280905,0.468678513,0.613796842,0.177199573,0.242259462,0.248006103,0.25752494,0.211267545,0.388414644,0.431430656,0.240511118
6617,0.544726439,0.258134182,0.137546839,0.155479703,0.24468491,0.750163975,0.038339305,0.148892921,0.52397218,0.352186304,0.340426197,0.547970866,0.170192459,0.25453922,0.215677929,0.201661631,0.207873663,0.387224921,0.331951842,0.212657509
6618,0.540859646,0.255704571,0.190109972,0.160830221,0.24580264,0.748515748,0.038336746,0.148892921,0.526624309,0.366986348,0.379696888,0.539182605,0.164635444,0.259175927,0.209554627,0.182942114,0.201777656,0.387749106,0.332266527,0.212697088
6619,0.552367168,0.255579498,0.096450049,0.17134523,0.235309897,0.764424373,0.03569746,0.14925662,0.513462115,0.405007407,0.09604502,0.550857982,0.166063588,0.248152667,0.206267917,0.195085341,0.234999556,0.389633013,0.374458855,0.340886148
6620,0.530575287,0.255230271,0.097964861,0.166033897,0.229999597,0.749856328,0.03885091,0.14925662,0.511234977,0.355005822,0.091495203,0.913761539,0.166573168,0.243544665,0.211017991,0.210160667,0.229791267,0.391050904,0.349971724,0.346828014
6621,0.587741814,0.255327608,0.098818812,0.158801416,0.228031924,0.746194906,0.036851409,0.147842637,0.512791009,0.350249321,0.08958961,0.944304204,0.16725157,0.244973067,0.208073411,0.193254927,0.233376096,0.395351348,0.249515611,0.356079944
6622,0.565774177,0.25511663,0.098339238,0.160770733,0.222816511,0.750319466,0.037884727,0.14759338,0.510665687,0.384104269,0.089500404,0.590196556,0.168241736,0.236549852,0.205485073,0.195047577,0.262711474,0.398962105,0.199230454,0.336323857
6623,0.542030875,0.254959165,0.101390076,0.165408187,0.223179812,0.742763114,0.037246407,0.148322519,0.510781217,0.369599276,0.090749584,0.754554721,0.166873285,0.23225468,0.224276354,0.208216145,0.307618196,0.400880026,0.200010489,0.324877319
6624,0.551939337,0.255131653,0.120702665,0.169953675,0.223104153,0.741174921,0.040094717,0.147461022,0.511696259,0.366566214,0.091314852,0.891866687,0.164044725,0.22926181,0.259975091,0.182748303,0.370742706,0.396801276,0.216637851,0.380664634
6625,0.549984576,0.254732665,0.12242735,0.172537208,0.2245411,0.744063752,0.035604529,0.148322519,0.513912539,0.38205303,0.090622808,0.684358805,0.163095121,0.229089283,0.227794456,0.177765025,0.446381541,0.394810492,0.297002735,0.467018281
6626,0.538683144,0.2547738,0.135082397,0.17214478,0.226893917,0.749945399,0.035889412,0.148322519,0.512652883,0.383149984,0.090622808,0.620810925,0.165449417,0.227721083,0.223109517,0.178693725,0.44092662,0.400826178,0.405193254,0.491898556
6627,0.539930579,0.254354584,0.109403834,0.168998853,0.235816309,0.756125775,0.037739564,0.14759338,0.51132172,0.395143953,0.089273477,0.65870808,0.17025354,0.233190076,0.198815865,0.185822737,0.36257667,0.405485104,0.397195993,0.542925548
6628,0.594154921,0.253999951,0.095450202,0.163642721,0.229680828,0.756512444,0.037685269,0.14759338,0.511544927,0.362463143,0.089228412,0.644434284,0.170069747,0.229885776,0.202327181,0.190361851,0.337991245,0.408795684,0.361375538,0.487613168
6629,0.581143251,0.254014732,0.11527639,0.1607866,0.229657271,0.750092479,0.038982265,0.14759338,0.513003265,0.367903078,0.089228412,0.661552585,0.170666567,0.231576141,0.207590735,0.170611792,0.358298924,0.398017459,0.376659613,0.527713998
6630,0.595571862,0.254052995,0.139753611,0.16009848,0.228288442,0.745297371,0.036218557,0.148322519,0.512565619,0.361305484,0.090622808,0.599978617,0.198847344,0.231830483,0.246499529,0.167730994,0.359144209,0.400975286,0.425274775,0.334969934
6631,0.688008775,0.254410244,0.246686194,0.161530341,0.230899445,0.746229305,0.038673583,0.147607649,0.513305785,0.37133177,0.089228412,0.585531107,0.230875384,0.234175921,0.317387958,0.173807628,0.247176438,0.404611566,0.392104341,0.451830736
6632,0.714766799,0.254353733,0.163725646,0.180253516,0.227431355,0.755575138,0.03543484,0.148322519,0.511908727,0.360247286,0.090622808,0.558769931,0.170200922,0.230418005,0.225412823,0.170818121,0.223921073,0.408701552,0.287292866,0.447130396
6633,0.739612475,0.2539709,0.136193585,0.192952803,0.224265717,0.750196618,0.040138151,0.148047877,0.513584986,0.357379137,0.089523422,0.608285385,0.170054292,0.253444208,0.22516157,0.171912566,0.227952495,0.408738271,0.447262931,0.536983085
6634,0.735019816,0.253600948,0.124317336,0.18703175,0.22189395,0.744355755,0.038726025,0.147461022,0.513764065,0.356985483,0.091304522,0.552873256,0.167876697,0.244006819,0.21847639,0.175710193,0.230868378,0.407671324,0.400778633,0.365160579
6635,0.746589652,0.253600764,0.127221274,0.185526103,0.221618807,0.735508069,0.086017066,0.155749993,0.515119875,0.362844222,0.090622808,0.544691185,0.169248667,0.246128527,0.202641069,0.1759086,0.229818024,0.40233335,0.418861499,0.363995383
6636,0.737771601,0.253168189,0.122868032,0.180918763,0.220917301,0.732627865,0.060297445,0.171549736,0.514719743,0.359901704,0.092676808,0.552694116,0.170073365,0.25306402,0.197660567,0.177119734,0.258897513,0.394631219,0.40304682,0.367366238
6637,0.731539174,0.252784903,0.114932713,0.172371952,0.220621924,0.732713352,0.040327684,0.213742597,0.516078457,0.363659497,0.091537931,0.530855313,0.208748699,0.267943167,0.192714109,0.178524195,0.26318422,0.395603838,0.40500804,0.308451757
6638,0.714229619,0.252317838,0.121656224,0.169678244,0.221358291,0.734987357,0.054753264,0.243852872,0.515916772,0.355218555,0.0876792,0.550542655,0.167225532,0.288953808,0.197304131,0.18207246,0.314080989,0.399837057,0.420556028,0.275356027
6639,0.681804131,0.252406785,0.139921736,0.163653724,0.219606986,0.740493967,0.06547659,0.228229589,0.517580184,0.36510442,0.097650943,0.649865728,0.161625074,0.271978287,0.202123659,0.197569435,0.325012193,0.395582134,0.305530284,0.265212941
6640,0.670037831,0.252316364,0.178675131,0.154171093,0.219601308,0.731390731,0.137607645,0.33372631,0.516504647,0.369779992,0.09387124,0.535365581,0.161561587,0.244301369,0.201947769,0.231934124,0.407126521,0.392338807,0.316880328,0.267060102
6641,0.65027086,0.251861797,0.177649857,0.151907994,0.220245402,0.725702558,0.107993384,0.479174232,0.51766259,0.415977107,0.094013609,0.520332971,0.16071907,0.234065741,0.208500389,0.230225346,0.360360904,0.391024124,0.248577125,0.264059166
6642,0.675658681,0.250786579,0.167199285,0.154715178,0.223809551,0.725271762,0.050013016,0.656131816,0.518994057,0.424240437,0.096690793,0.53010989,0.161370919,0.230252331,0.211966961,0.211353258,0.345632441,0.39134529,0.266970375,0.242651773
6643,0.620760921,0.25054931,0.399651707,0.155779327,0.219298235,0.720587485,0.038247753,1.0,0.527583567,0.412147967,0.107349655,0.570916102,0.164318223,0.245288171,0.227871593,0.188838519,0.276123811,0.388658214,0.241389912,0.227528073
6644,0.612305026,0.251598743,0.283154143,0.157838091,0.219601483,0.731124332,0.038731191,0.865827908,0.530065446,0.440973604,0.135159837,0.923279844,0.172752444,0.245967946,0.231929489,0.181008307,0.280844457,0.388667679,0.29239909,0.228983733
6645,0.581630967,0.250823494,0.213286862,0.173615256,0.218545312,0.738789116,0.037428978,0.567824376,0.526901051,0.504805935,0.165382053,0.806555576,0.176289424,0.236540225,0.24036584,0.183563924,0.280046711,0.389802931,0.248937302,0.227083604
6646,0.58162212,0.250994528,0.169538798,0.179145814,0.218618269,0.735845366,0.037285148,0.713011508,0.526374282,0.539286292,0.159245928,0.838113724,0.174072613,0.229868897,0.236429443,0.183244805,0.270674016,0.392203,0.390232179,0.225429687
6647,0.57948593,0.250494691,0.133541251,0.210505117,0.218790637,0.753483051,0.03723855,0.258508878,0.531358305,0.596758641,0.145628169,0.396891082,0.169547679,0.22658997,0.566516211,0.177588963,0.258687459,0.391877918,0.352636005,0.223399587
6648,0.585916894,0.251253171,0.087444763,0.242325582,0.218040814,0.770277427,0.034243716,0.357080217,0.524528247,0.574628452,0.132203632,0.39906585,0.164176305,0.223581482,0.713022192,0.182771359,0.268380336,0.393768922,0.299636551,0.219031023
6649,0.567252103,0.25044486,0.09782775,0.24170946,0.220498865,0.768009154,0.037992428,0.427629519,0.519174167,0.588338824,0.126254979,0.319426037,0.161268946,0.227691434,0.915967768,0.208194905,0.303850113,0.394215608,0.24909909,0.217934408
6650,0.555776065,0.251268772,0.09782775,0.241335061,0.220695241,0.772201529,0.037590671,0.325419727,0.519216616,0.574833509,0.108099811,0.336370383,0.161132386,0.237716498,0.461630176,0.267573294,0.317022302,0.399568868,0.215379459,0.221502922
6651,0.546342275,0.251119284,0.09782775,0.24272362,0.221711659,0.773164386,0.037343517,0.274417563,0.526495884,0.591459317,0.099332702,0.326346778,0.160900258,0.239990479,0.286687094,0.275749056,0.350572891,0.399119223,0.210205857,0.220496658
6652,0.585472271,0.251463101,0.088912817,0.241423965,0.218432846,0.778463384,0.034501879,0.304705949,0.52672222,0.576147066,0.093346978,0.31950927,0.161908768,0.238934897,0.275499542,0.313429215,0.398705308,0.398180359,0.206486656,0.217024153
6653,0.568141635,0.250341968,0.088912817,0.239754334,0.218708041,0.774486703,0.034503286,0.319084568,0.525838587,0.538968894,0.09188593,0.318248363,0.162863807,0.236225584,0.228988381,0.359126406,0.428032625,0.395730674,0.291773606,0.220226408
6654,0.575962415,0.25015142,0.087632181,0.241325992,0.218211659,0.775037182,0.039819749,0.18436767,0.539015529,0.538187251,0.089025496,0.421672288,0.164261299,0.243411452,0.224714053,0.272273503,0.388245807,0.398484327,0.333344083,0.220145569
6655,0.569366286,0.250205445,0.09782775,0.253327963,0.218112303,0.777565596,0.045805354,0.159052817,0.534728015,0.548740909,0.091169939,0.503360418,0.163743793,0.24426315,0.305896895,0.197547242,0.324024753,0.403562955,0.307118111,0.232461957
6656,0.552467495,0.249823264,0.095393597,0.233273504,0.21829397,0.771883701,0.066322717,0.153611468,0.548259128,0.539565177,0.089036237,0.596493597,0.164194109,0.234313332,0.257671206,0.178965245,0.295521,0.407196673,0.25196026,0.256158229
6657,0.526291327,0.252338913,0.108371624,0.232348085,0.218042458,0.771966159,0.065915262,0.169815384,0.535136867,0.504640912,0.088786175,0.585887882,0.1639448,0.234134116,0.198153744,0.171887057,0.284747743,0.40124779,0.23407663,0.274404517
6658,0.535982719,0.249383021,0.116544483,0.226624745,0.21762072,0.770503096,0.065140739,0.214476712,0.602813002,0.474890736,0.088744119,0.635228184,0.16361093,0.231939218,0.223900363,0.174331389,0.27195714,0.405465216,0.397487709,0.276639218
6659,0.564528508,0.248794352,0.087632181,0.216964583,0.220240808,0.76784655,0.086828777,0.348633081,0.563643217,0.458280182,0.088733582,0.677147462,0.164322807,0.243862707,0.240986198,0.179923315,0.265339161,0.415375969,0.396067738,0.287459859
6660,0.560856169,0.249859427,0.087632181,0.209474856,0.217582245,0.756846826,0.070717355,0.36429784,0.526638561,0.479368243,0.08872553,0.724850792,0.164555113,0.268373468,0.2442494,0.19563791,0.26486734,0.421650884,0.397548083,0.321292789
6661,0.566190948,0.250781927,0.087056245,0.214150736,0.216794192,0.74596776,0.082266486,0.616678,0.522983424,0.451321771,0.089751583,0.622728764,0.163371032,0.337451473,0.681847922,0.204951502,0.245179185,0.42295105,0.401138393,0.370159142
6662,0.542842817,0.254798297,0.093436056,0.220925163,0.221606768,0.747813936,0.066408984,0.668928664,0.542063425,0.442715223,0.089412609,0.873805685,0.16283109,0.33241942,0.233705174,0.236191918,0.230416151,0.43975044,0.332605296,0.362568918
6663,0.519368604,0.257827874,0.093436056,0.234171563,0.222440737,0.750175895,0.037256461,1.0,0.517501957,0.411409051,0.089412609,0.636857001,0.162898389,0.353835949,0.235771355,0.345090832,0.202699557,0.446651223,0.281949889,0.327889991
6664,0.543102009,0.254709891,0.095280556,0.205180408,0.224317655,0.744443502,0.040081433,1.0,0.515422271,0.41909441,0.088169407,0.586729022,0.162454993,0.376137687,0.297055696,0.30680005,0.193183777,0.427955502,0.305587139,0.295592234
6665,0.527395423,0.257583713,0.095280556,0.20001362,0.22187514,0.744339984,0.03998215,0.864462652,0.529668928,0.419403287,0.08815867,0.581744302,0.162426457,0.367330299,0.190907625,0.253922186,0.197287918,0.422639841,0.324682559,0.265572663
6666,0.493585978,0.260219436,0.095280556,0.201243978,0.223455682,0.733106443,0.040060087,0.332339209,0.524615419,0.376714637,0.08815867,0.582219626,0.162438058,0.372223291,0.186462302,0.198633091,0.192064585,0.414200421,0.271258882,0.256829934
6667,0.474469115,0.256328764,0.095280556,0.199184196,0.226664491,0.730353485,0.040028303,0.228480994,0.523501642,0.362208654,0.08807977,0.767558014,0.162397931,0.498626211,0.188685264,0.200446424,0.199839293,0.414437329,0.254264963,0.288803366
6668,0.47266084,0.24896219,0.093436056,0.204621031,0.226797648,0.731783205,0.037128431,0.216869992,0.522376802,0.350029248,0.088915984,0.661578993,0.162410946,0.507128829,0.18710203,0.233701015,0.190367819,0.403841582,0.318336957,0.303001831
6669,0.498238253,0.247893279,0.093436056,0.225684875,0.23418966,0.743190369,0.038077845,0.179602798,0.521308383,0.37543088,0.088915984,1.0,0.162320378,0.440067552,0.185543324,0.212481593,0.204114874,0.403837869,0.321709411,0.305809126
6670,0.487763276,0.247863763,0.093436056,0.210054313,0.230194202,0.743022739,0.037334137,0.184363736,0.51980624,0.368203341,0.088915984,0.803922348,0.162231389,0.435883498,0.186066452,0.181157102,0.207165467,0.407049295,0.375575545,0.311575637
6671,0.494734711,0.247819601,0.093436056,0.192681114,0.231366745,0.738740196,0.039456923,0.176993503,0.518098608,0.347288955,0.088915984,0.608267055,0.162310312,0.43989183,0.188219845,0.179645324,0.220068225,0.416015203,0.429968131,0.320071323
6672,0.487937645,0.247893727,0.093436056,0.184772444,0.233604138,0.740933906,0.051461829,0.181605684,0.516614387,0.330887943,0.088915984,0.629269283,0.162333437,0.441373097,0.190266096,0.203749234,0.244452366,0.412053691,0.388055507,0.322898639
6673,0.483389384,0.247497904,0.087056245,0.178804763,0.227853405,0.736758387,0.049261972,0.153801789,0.519933384,0.315225145,0.089377529,0.67651757,0.162406918,0.461037389,0.188676238,0.178854919,0.238652921,0.408172461,0.366688201,0.303787052
6674,0.505141954,0.247671002,0.087056245,0.169500588,0.226108135,0.737484205,0.037286108,0.162307907,0.523198954,0.311933557,0.089377529,0.574199104,0.162383129,0.447881126,0.187509561,0.175805323,0.249054848,0.416747121,0.366701535,0.303082954
6675,0.501927254,0.247589957,0.087056245,0.15928714,0.22543152,0.738497634,0.035649368,0.186586184,0.517056173,0.304313343,0.089377529,0.634109925,0.162369681,0.416133173,0.190668942,0.175256413,0.263873415,0.418313363,0.383100939,0.313996364
6676,0.515708312,0.247909931,0.093436056,0.157681234,0.229951369,0.737409335,0.03688787,0.409512089,0.521086033,0.30340656,0.089068326,0.615035786,0.162370104,0.391591211,0.189057841,0.182831883,0.258916785,0.429204814,0.36820455,0.315199395
6677,0.52151328,0.247603136,0.085852988,0.149114254,0.229782812,0.73704903,0.036877575,0.567834544,0.522887879,0.317379042,0.090261404,0.518725744,0.165061823,0.37751051,0.188269447,0.175597406,0.260323565,0.463689467,0.369029916,0.27990205
6678,0.556227352,0.246550843,0.087056245,0.150519357,0.228549949,0.7391507,0.033896749,0.554172033,0.524642613,0.317733535,0.111845172,0.529944156,0.162870746,0.371198835,0.191086658,0.171656323,0.24819689,0.482685513,0.528095596,0.266808723
6679,0.562433442,0.246586634,0.087056245,0.150235969,0.23913845,0.743219889,0.039085526,0.168933148,0.527724082,0.308489569,0.10303901,0.525469322,0.162780274,0.377699792,0.187228023,0.174072032,0.254994118,0.488232794,0.556203215,0.281994399
6680,0.541378188,0.246266545,0.087056245,0.157556098,0.225381749,0.750525182,0.039473405,0.279662565,0.531455804,0.310099897,0.098166256,0.58474764,0.162799726,0.39614821,0.193604283,0.176710836,0.257516328,0.472031274,0.548229186,0.289935603
6681,0.538568735,0.247029222,0.085852988,0.162055156,0.220543629,0.754400374,0.038587743,0.232195573,0.530281658,0.31027029,0.089549673,0.556957665,0.163494148,0.369368733,0.188326444,0.182406852,0.243223351,0.426046324,0.484023663,0.300196759
6682,0.552802789,0.246391912,0.087056245,0.17035251,0.219479027,0.753945077,0.039605213,0.148935832,0.526393741,0.323117966,0.091706385,0.642159395,0.163274306,0.352339447,0.190855839,0.177797863,0.239316142,0.409109166,0.482255252,0.312750096
6683,0.547520233,0.246165725,0.093436056,0.173511127,0.220443415,0.750724297,0.047017559,0.29617756,0.527319517,0.331808354,0.091094827,0.660257113,0.164161688,0.358387119,0.18993493,0.180047999,0.226437124,0.398963099,0.367412525,0.31020036
6684,0.560440476,0.24573662,0.093436056,0.18173146,0.224588801,0.746724364,0.039519413,0.363488353,0.540606218,0.340078753,0.089991272,0.64795354,0.163718327,0.378851915,0.189511586,0.212811157,0.215299433,0.397590813,0.54638732,0.301654617
6685,0.56849281,0.246018514,0.093436056,0.177465365,0.229966732,0.744026779,0.038059874,0.298577016,0.531896223,0.346712821,0.090176573,0.786184213,0.16338685,0.39627425,0.1971548,0.242421933,0.207248533,0.39618195,0.535604302,0.296367048
6686,0.558875384,0.246077385,0.087056245,0.169000905,0.228078069,0.739219607,0.035227933,0.274396707,0.524807295,0.378778234,0.090421591,0.697156278,0.163169105,0.390829592,0.202320599,0.216393484,0.205496117,0.395610252,0.443122493,0.285565249
6687,0.564234087,0.24571959,0.095280556,0.154495026,0.230356022,0.737564819,0.041081387,0.332372236,0.51831128,0.38374865,0.087505681,0.542954582,0.163666047,0.348876144,0.209281151,0.254672407,0.209068353,0.393166282,0.420074848,0.253534782
6688,0.558040554,0.245257391,0.095280556,0.153654621,0.229577429,0.733374773,0.040475326,1.0,0.518543726,0.409050962,0.087505681,0.537959685,0.16376824,0.347912225,0.19104649,0.224615108,0.209982591,0.39183311,0.398955526,0.227177464
6689,0.547889994,0.244280822,0.095280556,0.150188356,0.224513949,0.741630377,0.041818002,0.215558404,0.517672293,0.406213184,0.087505681,0.520735921,0.166644912,0.341416304,0.194255538,0.206179728,0.213209409,0.38947972,0.317779215,0.21017009
6690,0.545371745,0.244234973,0.093436056,0.153221525,0.223207161,0.742588011,0.043880149,0.150235835,0.518140031,0.393212923,0.088567205,0.535419862,0.163848641,0.307994073,0.194939244,0.196292649,0.198118472,0.388431907,0.263879187,0.209152765
6691,0.52975677,0.243600449,0.087056245,0.153065316,0.223257907,0.729016378,0.071797017,0.18256975,0.515833343,0.379857609,0.089098062,0.572453256,0.16389265,0.29865927,0.196428984,0.184153313,0.199013049,0.389909881,0.305574201,0.207119893
6692,0.517662385,0.243822919,0.085852988,0.160425738,0.217690131,0.726582952,0.069406864,0.157315016,0.518426933,0.38812144,0.087792355,0.558777263,0.163949845,0.305100999,0.204832882,0.201499519,0.194310871,0.392763991,0.335938988,0.208351078
6693,0.513504239,0.244314209,0.087056245,0.169573156,0.214636557,0.744820115,0.096933815,0.154610732,0.523527905,0.412454563,0.089098062,0.57859651,0.163810083,0.329724446,0.206629797,0.178798604,0.189628163,0.395935664,0.399769672,0.208707429
6694,0.520344286,0.244483115,0.087056245,0.173728785,0.214449962,0.747970899,0.13347077,0.149942463,0.515432125,0.439917855,0.089098062,0.642511403,0.164291743,0.370174509,0.208968867,0.175908816,0.194866527,0.394249202,0.405828061,0.207747503
6695,0.509194304,0.244708298,0.09782775,0.169828907,0.217969459,0.736846053,0.076315083,0.147637942,0.515756082,0.416628004,0.087398206,0.776416462,0.165295349,0.37788013,0.280292953,0.178443368,0.205577885,0.403255428,0.418442699,0.207976016
6696,0.50813731,0.24410495,0.093436056,0.16833287,0.242253734,0.744572017,0.069182285,0.148835679,0.51491915,0.395009547,0.087398206,0.694471218,0.167262433,0.377879285,0.213199598,0.188306623,0.227659527,0.410445732,0.417202468,0.207117753
6697,0.504261257,0.243985584,0.087056245,0.15717065,0.228359056,0.738014935,0.098965807,0.145410987,0.512695474,0.387450047,0.087286076,0.524561152,0.16891507,0.384967987,0.306333516,0.231634313,0.227322935,0.391204301,0.409795561,0.206877532
6698,0.506266985,0.244052068,0.093436056,0.15534508,0.226243211,0.730975017,0.108100615,0.174168619,0.51328087,0.390703826,0.087398206,0.52305145,0.16963438,0.393516669,0.194757486,0.362604101,0.226270155,0.392780131,0.408792317,0.208871474
6699,0.522839613,0.243927036,0.093436056,0.155990824,0.223917962,0.731666938,0.130365743,0.207650021,0.514543401,0.387971959,0.087398206,0.563612114,0.168375218,0.392418961,0.191130352,0.368901028,0.2235276,0.400805131,0.406064765,0.21403251
6700,0.50693608,0.243671061,0.093436056,0.169388825,0.221835234,0.727516778,0.189874152,0.202726664,0.516140464,0.416186012,0.087398206,0.583476788,0.166915368,0.383205636,0.187954904,0.374722346,0.224861112,0.405141776,0.275112737,0.213488667
6701,0.533370973,0.244064763,0.095280556,0.163925735,0.222744442,0.725246411,0.152112106,0.181642032,0.515382837,0.39733627,0.08751601,0.565086842,0.16601189,0.387200067,0.18901103,0.358223191,0.239090852,0.412608408,0.250464922,0.223166278
6702,0.568725867,0.243417775,0.095280556,0.164381358,0.214559897,0.730409128,0.674516191,0.157307651,0.513768311,0.400612709,0.088325752,0.557313695,0.164680011,0.396724501,0.188608217,0.242900339,0.238116463,0.413275503,0.265561031,0.212409489
6703,0.593967293,0.24246271,0.087056245,0.169897163,0.213893443,0.741482845,0.294042799,0.152042864,0.51663248,0.406241392,0.125824406,0.334599967,0.164614859,0.385474297,0.191589528,0.21224369,0.224215649,0.410906594,0.32340827,0.209077154
6704,0.559368112,0.243966682,0.087056245,0.178355177,0.213797171,0.748733476,0.239009247,0.144225979,0.516442487,0.434975235,0.182446875,0.54879866,0.164580525,0.344906761,0.191289057,0.220965749,0.219414482,0.394771512,0.389667639,0.208907378
6705,0.573668024,0.24396948,0.087056245,0.178087829,0.218148379,0.756368167,0.232374954,0.144225979,0.512369581,0.413685654,0.23065059,0.507938222,0.165713457,0.350089698,0.199719287,0.308824832,0.213744511,0.395001075,0.365514228,0.2205581
6706,0.550873223,0.244425886,0.085852988,0.171553232,0.21884214,0.74816555,0.536842137,0.143230432,0.511035477,0.367853761,0.289053772,0.517471763,0.167275484,0.387430593,0.20633418,0.298640708,0.214218907,0.396404466,0.349802003,0.229680183
6707,0.565698232,0.243681492,0.087877149,0.175250592,0.218187369,0.749575581,0.96900921,0.142066377,0.51126368,0.355667622,0.331651984,0.525991354,0.16852254,0.41110491,0.238123864,0.290291034,0.216516054,0.392144734,0.372978065,0.242421481
6708,0.544953631,0.243807911,0.091290253,0.17249326,0.215948067,0.737756728,0.928634913,0.143230432,0.511531733,0.348037863,0.392079087,0.520961382,0.169905793,0.387027834,0.289523705,0.265615157,0.219991023,0.397433568,0.308380032,0.300210851
6709,0.549576872,0.243329288,0.08973372,0.174428651,0.213932517,0.732939171,1.0,0.142066377,0.512503715,0.354531105,0.340619428,0.521752099,0.167320558,0.373446134,0.192003712,0.233036672,0.215181305,0.394039058,0.406683367,0.465052409
6710,0.55279751,0.243032699,0.087818136,0.163401718,0.22468137,0.724438548,0.980318201,0.142066377,0.513999553,0.364973591,0.266016517,0.414739248,0.166509473,0.35286258,0.203110912,0.219091354,0.20530451,0.392939003,0.47826191,0.247002835
6711,0.563943013,0.242136715,0.1211811,0.171831214,0.21417454,0.734397998,0.947902005,0.140907406,0.515336145,0.382630953,0.178469266,0.436907839,0.166716257,0.318293306,0.211283475,0.216147338,0.223016923,0.394528985,0.539820901,0.438710445
6712,0.549113804,0.240095879,0.146781344,0.159362357,0.219025202,0.719751717,0.962355719,0.140907406,0.515797538,0.35978345,0.135809173,0.373393865,0.16505425,0.28083829,0.195716578,0.190938478,0.250997066,0.398017404,0.518249185,0.81114695
6713,0.529541127,0.241650073,0.15699712,0.159421098,0.224626967,0.73183067,1.0,0.140907406,0.516841962,0.356402902,0.107107699,0.44934613,0.165781795,0.236052682,0.206558453,0.19103061,0.296020605,0.402789634,0.540816777,0.43810079
6714,0.517535595,0.242231185,0.193129801,0.156057022,0.22716315,0.720874349,1.0,0.141691656,0.514236968,0.336256524,0.093542396,0.342957328,0.164854814,0.227763013,0.206721005,0.180465956,0.36130093,0.410637173,0.492726426,0.303022676
6715,0.506986917,0.241667544,0.20479499,0.15026289,0.230506111,0.719949835,0.982759701,0.143145426,0.515239402,0.335001814,0.090515692,0.351143125,0.164695363,0.226591111,0.189523382,0.178053864,0.476021802,0.403994669,0.393134921,0.423868168
6716,0.475684702,0.240822934,0.200192441,0.14999608,0.227410678,0.724072801,0.994492477,0.143145426,0.517879466,0.341277671,0.08883455,0.337542865,0.164492854,0.225965668,0.187220229,0.17061926,0.517858175,0.401169504,0.284567192,0.659255067
6717,0.476617258,0.240549631,0.366829465,0.152432395,0.227962303,0.73598952,0.938005973,0.143145426,0.520228676,0.346751568,0.089810814,0.339282955,0.164535398,0.234753286,0.194063586,0.167221196,0.517076705,0.391018187,0.257454232,0.814223685
6718,0.47411387,0.240250005,0.583425161,0.163059206,0.233440936,0.742901467,0.384598664,0.141691656,0.521696126,0.364921919,0.090556825,0.284709519,0.16441583,0.231586691,0.197587222,0.164995836,0.500664635,0.399843587,0.209607422,0.785517378
6719,0.462682567,0.240086789,0.821403459,0.157414324,0.287624255,0.733208327,0.141274606,0.143145426,0.522294208,0.335502571,0.091839458,0.347079394,0.164656323,0.237502836,0.197380155,0.163540069,0.476549288,0.424285117,0.21053996,0.612588666
6720,0.468485544,0.240086789,0.900227876,0.153405882,0.251423255,0.73818371,0.061377017,0.143145426,0.525444111,0.326981191,0.093870772,0.362809156,0.1648391,0.249555563,0.193712081,0.17051613,0.450271535,0.440245769,0.192952586,0.458714487
6721,0.474134639,0.240130399,0.554828506,0.154799889,0.229695652,0.732361703,0.048551358,0.141691656,0.52592829,0.310242266,0.092513187,0.391912032,0.16463943,0.261982801,0.191494973,0.175246867,0.419818576,0.476589396,0.191813209,0.424662624
6722,0.480770534,0.239940188,0.287420539,0.155243964,0.225301508,0.72333206,0.050079008,0.143468421,0.527286479,0.315904736,0.08914564,0.468593897,0.164840931,0.28151647,0.200875006,0.18652057,0.387087565,0.413043044,0.196764517,0.350747906
6723,0.461382322,0.239853062,0.50402038,0.153858227,0.215933676,0.722115995,0.049830222,0.143468421,0.523951774,0.322277769,0.088760254,0.548717537,0.164998311,0.283840758,0.198215897,0.19035885,0.347508811,0.395435753,0.20224692,0.30920897
6724,0.473462305,0.240003419,0.303687289,0.145344645,0.214350578,0.707119594,0.050890148,0.142066377,0.522889325,0.333940239,0.087920778,0.567436833,0.165476478,0.282394214,0.200482063,0.243538011,0.308676234,0.3978026,0.206873624,0.300808573
6725,0.475849301,0.240414131,0.129490264,0.143705088,0.214874672,0.709042546,0.051458374,0.141691656,0.522472711,0.325034297,0.087482558,0.449213987,0.166012414,0.268231199,0.206197886,0.26633667,0.296817899,0.396082034,0.204854507,0.284313633
6726,0.497946471,0.240193735,0.327414947,0.143147192,0.212871543,0.718898863,0.055470676,0.143468421,0.520386165,0.323875921,0.087368285,0.441155714,0.165272465,0.274128203,0.210572013,0.215587229,0.278800336,0.398582887,0.20719873,0.377102411
